Name,StarNameFString,CatalogFString,RightAscenstion,Declination,OptionalVisualMagnitude,Parallax,ProperMotionInDeclination,ProperMotionInRightAscension,RadialVelocity
HR 5011,59    Vir,BSC,199.1938,9.4242, 5.22,0.079,0.19,-0.334,-26
HR 1315,,BSC,63.6512,10.0111, 5.22,,-0.026,0.002,7
HR 836,42Pi  Ari,BSC,42.3229,17.4642, 5.22,,-0.015,-0.001,9
HR 4969,42Alp Com,BSC,197.4971,17.5294, 5.22,0.054,0.136,-0.43,-18
HR 4968,42Alp Com,BSC,197.4971,17.5294, 5.22,0.054,0.136,-0.431,-18
HR 2846,63    Gem,BSC,111.935,21.445, 5.22,0.041,-0.121,-0.058,25
HR 7657,16    Vul,BSC,300.5058,24.9381, 5.22,0.004,0.07,0.088,-37
HR 3540,58Rho2Cnc,BSC,133.9154,27.9275, 5.22,-0.005,-0.03,-0.01,17
HR 7162,,BSC,284.2567,32.9014, 5.22,0.057,-0.157,0.172,-47
HR 8930,14    And,BSC,352.8225,39.2364, 5.22,0.015,-0.08,0.289,-59
HR 2487,57Psi6Aur,BSC,101.915,48.7894, 5.22,,0.006,-0.001,-8
HR 592,49    Cas,BSC,31.38,76.115, 5.22,0.022,-0.021,-0.022,0
HR 4220,,BSC,161.6237,-64.2633, 5.23,,0.012,-0.008,12
HR 4355,,BSC,168.1883,-64.1697, 5.23,,0.007,-0.05,21
HR 5349,,BSC,214.9646,-61.2731, 5.23,0.034,-0.093,-0.171,21
HR 4221,,BSC,161.7396,-56.7572, 5.23,,-0.002,-0.016,31
HR 3605,,BSC,135.4358,-52.1883, 5.23,0.008,0.018,-0.007,32
HR 6468,Kap Ara,BSC,261.5,-50.6336, 5.23,0.03,0.001,0.007,17
HR 3213,,BSC,122.43,-47.9375, 5.23,,0.001,0.003,5
HR 3037,,BSC,116.8812,-46.6086, 5.23,,0.004,-0.002,34
HR 3456,,BSC,130.4871,-45.4108, 5.23,,-0.002,-0.003,24
HR 3947,Eta Ant,BSC,149.7179,-35.8911, 5.23,0.029,-0.02,-0.087,30
HR 1100,20    Eri,BSC,54.0725,-17.4669, 5.23,0.014,-0.01,0.029,14
HR 6128,,BSC,246.9312,-7.5981, 5.23,0.008,-0.155,0.014,99
HR 892,,BSC,44.675,-2.7825, 5.23,0.016,-0.056,-0.03,-7
HR 1474,51    Eri,BSC,69.4004,-2.4733, 5.23,0.034,-0.061,0.042,21
HR 5888,34Ome Ser,BSC,237.5729,2.1964, 5.23,0.027,-0.051,0.031,-4
HR 595,113Alp Psc,BSC,30.5117,2.7636, 5.23,0.005,-0.005,0.033,9
HR 8034,1Eps Equ,BSC,314.7683,4.2936, 5.23,0.021,-0.148,-0.109,18
HR 2375,,BSC,97.9512,11.5444, 5.23,0.01,0.032,0.013,-3
HR 7172,11    Aql,BSC,284.7737,13.6225, 5.23,0.039,-0.123,0.014,16
HR 389,91    Psc,BSC,20.2808,28.7381, 5.23,,-0.078,0.027,-36
HR 1269,42Psi Tau,BSC,61.7521,29.0014, 5.23,,0.007,-0.092,9
HR 114,28    And,BSC,7.5304,29.7517, 5.23,0.001,-0.054,0.041,-10
HR 7261,17    Lyr,BSC,286.8567,32.5017, 5.23,0.017,0.023,0.13,4
HR 1749,20Rho Aur,BSC,80.4517,41.8044, 5.23,,-0.037,0.018,13
HR 6573,26    Dra,BSC,263.7479,61.875, 5.23,0.069,-0.507,0.26,-13
HR 1009,,BSC,51.1688,64.5861, 5.23,0.009,0.001,-0.005,-21
HR 1395,Eta Ret,BSC,65.4721,-63.3864, 5.24,0.016,0.173,0.089,45
HR 1010,Zet2Ret,BSC,49.5537,-62.5064, 5.24,0.091,0.645,1.336,12
HR 5742,,BSC,232.3513,-46.7328, 5.24,0.005,-0.006,-0.01,-28
HR 7050,Mu  CrA,BSC,281.9358,-40.4061, 5.24,0.023,-0.017,0.03,-18
HR 3140,,BSC,119.8683,-39.2972, 5.24,0.038,-0.043,-0.082,-8
HR 2399,,BSC,98.0888,-37.6967, 5.24,0.016,-0.077,0.065,39
HR 5837,,BSC,235.6596,-37.425, 5.24,0.008,-0.021,-0.048,-16
HR 5516,56    Hya,BSC,221.9367,-26.0875, 5.24,0.034,-0.007,0.041,-1
HR 1181,28Tau7Eri,BSC,56.915,-23.8747, 5.24,0.014,0.048,0.043,29
HR 8285,41    Cap,BSC,325.5033,-23.2628, 5.24,0.025,-0.089,0.102,-44
HR 197,,BSC,11.185,-22.0061, 5.24,0.048,0.083,-0.066,12
HR 8127,28Phi Cap,BSC,318.9079,-20.6517, 5.24,0.02,0.002,0.013,-5
HR 7078,29    Sgr,BSC,282.4171,-20.3247, 5.24,0.034,0.036,0.005,-18
HR 4251,,BSC,163.3729,-20.1389, 5.24,0.054,-0.239,0.078,-5
HR 8998,106    Aqr,BSC,356.0504,-18.2769, 5.24,,-0.003,0.029,14
HR 6734,69Tau Oph,BSC,270.7704,-8.1806, 5.24,0.058,-0.037,0.028,-40
HR 4042,22Eps Sex,BSC,154.4075,-8.0689, 5.24,0.028,0.004,-0.158,15
HR 3681,23    Hya,BSC,139.1738,-6.3531, 5.24,0.008,0.006,0.024,-8
HR 6234,45    Her,BSC,251.9433,5.2467, 5.24,0.014,-0.041,-0.016,-16
HR 361,86Zet Psc,BSC,18.4329,7.5753, 5.24,0.026,-0.056,0.144,9
HR 3623,76Kap Cnc,BSC,136.9367,10.6681, 5.24,,-0.01,-0.02,24
HR 493,107    Psc,BSC,25.6242,20.2686, 5.24,0.119,-0.672,-0.296,-34
HR 4203,42    LMi,BSC,161.4662,30.6822, 5.24,,-0.037,-0.023,12
HR 5823,54Phi Boo,BSC,234.4567,40.3533, 5.24,0.021,0.062,0.063,-10
HR 7759,,BSC,304.2304,40.365, 5.24,0.004,-0.003,0.004,-20
HR 8228,71    Cyg,BSC,322.3625,46.5406, 5.24,0.023,0.104,0.045,-19
HR 8472,,BSC,332.9533,56.8394, 5.24,0.024,0.13,0.237,-19
HR 4916,8    Dra,BSC,193.8687,65.4386, 5.24,0.032,-0.029,-0.005,9
HR 8779,,BSC,345.8871,67.2092, 5.24,-0.002,0.007,0.026,-7
HR 5334,,BSC,213.0167,69.4325, 5.24,0.016,-0.047,-0.027,-23
HR 4250,,BSC,163.1288,-57.2406, 5.25,,0.002,-0.004,-24
HR 6549,Pi  Ara,BSC,264.5233,-54.5003, 5.25,0.057,-0.15,-0.039,-3
HR 5207,,BSC,208.02,-52.8117, 5.25,-0.001,-0.035,-0.045,27
HR 4466,,BSC,173.9817,-47.6417, 5.25,0.022,-0.049,0.036,5
HR 6451,Iot Ara,BSC,260.8171,-47.4683, 5.25,,-0.024,-0.01,-19
HR 6875,,BSC,276.0758,-44.1103, 5.25,,-0.021,-0.002,0
HR 4973,,BSC,197.8467,-43.3689, 5.25,0.011,-0.027,-0.117,-9
HR 3674,,BSC,138.6021,-43.2275, 5.25,0.011,0.01,-0.021,15
HR 2791,,BSC,109.64,-39.2103, 5.25,0.014,0.007,0.01,32
HR 35,The Scl,BSC,2.9333,-35.1331, 5.25,0.034,0.119,0.173,-2
HR 497,Pi  Scl,BSC,25.5358,-32.3269, 5.25,-0.005,-0.025,-0.065,10
HR 7814,10Pi  Cap,BSC,306.83,-18.2117, 5.25,,-0.011,0.015,-13
HR 37,,BSC,3.0417,-17.9383, 5.25,-0.015,-0.031,0.056,-8
HR 1783,8    Lep,BSC,80.8758,-13.9272, 5.25,,0.004,0.002,18
HR 5064,68    Vir,BSC,201.68,-12.7078, 5.25,,-0.02,-0.13,-29
HR 6280,23    Oph,BSC,253.6487,-6.1539, 5.25,0.021,-0.02,-0.031,-17
HR 1146,24    Eri,BSC,56.1271,-1.1631, 5.25,,-0.007,0.002,27
HR 2880,7Del1CMi,BSC,113.0246,1.9144, 5.25,0.016,-0.003,-0.003,29
HR 737,,BSC,37.8754,2.2672, 5.25,0.041,-0.004,0.027,26
HR 2851,5Eta CMi,BSC,112.0088,6.9419, 5.25,0.01,-0.044,-0.004,18
HR 2886,68    Gem,BSC,113.4021,15.8267, 5.25,0.011,-0.012,-0.019,12
HR 6885,,BSC,275.7042,17.8267, 5.25,0.023,0.016,0.071,-19
HR 6152,,BSC,247.64,20.4792, 5.25,0,-0.063,-0.078,19
HR 7102,9Nu 2Lyr,BSC,282.4704,32.5508, 5.25,0.02,-0.014,-0.009,10
HR 6332,59    Her,BSC,255.4017,33.5683, 5.25,0.023,0.002,0.003,-12
HR 4943,14    CVn,BSC,196.4354,35.7989, 5.25,0.011,0.021,-0.03,-13
HR 8640,12    Lac,BSC,340.3692,40.2256, 5.25,,-0.001,-0.005,-15
HR 3829,42    Lyn,BSC,144.5904,40.2397, 5.25,,0.006,-0.017,-3
HR 2483,56Psi5Aur,BSC,101.6846,43.5775, 5.25,0.068,0.165,-0.002,-24
HR 5300,13    Boo,BSC,212.0721,49.4581, 5.25,0.02,0.059,-0.061,-13
HR 5635,,BSC,226.5696,54.5564, 5.25,0.029,0.015,0.048,16
HR 6126,,BSC,245.4529,69.1094, 5.25,0.009,-0.004,-0.019,-8
HR 852,Nu  Hor,BSC,42.2562,-62.8067, 5.26,0.001,0.021,0.091,31
HR 7587,,BSC,299.2758,-58.9014, 5.26,0.022,-0.021,0.015,-2
HR 3415,,BSC,128.8142,-58.225, 5.26,,0.006,-0.032,21
HR 3703,,BSC,139.5242,-51.0511, 5.26,,0.008,-0.023,57
HR 8104,,BSC,318.2629,-39.4253, 5.26,0.029,-0.123,0.186,-44
HR 2518,,BSC,101.8392,-37.9297, 5.26,,-0.015,-0.007,47
HR 4590,,BSC,180.2133,-19.6589, 5.26,,0.013,-0.021,2
HR 8670,68    Aqr,BSC,341.8879,-19.6133, 5.26,0.034,-0.204,-0.101,23
HR 1452,,BSC,68.5488,-8.9703, 5.26,0.01,-0.111,-0.037,-27
HR 925,10Rho3Eri,BSC,46.0683,-7.6008, 5.26,0.026,0.013,0.056,15
HR 1901,45    Ori,BSC,83.9146,-4.8558, 5.26,0.026,0.011,0.009,-9
HR 5802,16    Ser,BSC,234.1233,10.01, 5.26,0.03,-0.129,0.045,8
HR 3937,27Nu  Leo,BSC,149.5558,12.4447, 5.26,0.018,-0.015,-0.025,14
HR 1356,58    Tau,BSC,65.1513,15.0953, 5.26,,-0.024,0.108,36
HR 4495,92    Leo,BSC,175.1962,21.3528, 5.26,,-0.049,-0.064,9
HR 1188,,BSC,57.5788,25.5794, 5.26,0.018,-0.109,0.038,4
HR 5676,48Chi Boo,BSC,228.6217,29.1642, 5.26,0.026,0.03,-0.066,-16
HR 567,,BSC,29.9083,64.6214, 5.26,,-0.02,0.033,5
HR 4084,,BSC,157.7692,82.5586, 5.26,0.047,0.031,-0.083,7
HR 6021,Del2Aps,BSC,245.1117,-78.6672, 5.27,0.02,-0.025,-0.007,-10
HR 6109,Iot TrA,BSC,246.9888,-64.0581, 5.27,0.029,0.027,0.046,-5
HR 1530,Kap Dor,BSC,71.0879,-59.7328, 5.27,0.024,0.039,0.033,0
HR 3679,,BSC,138.575,-55.5697, 5.27,0.015,0.027,-0.035,9
HR 2384,,BSC,97.4546,-50.2392, 5.27,0.027,-0.058,-0.054,2
HR 2447,,BSC,99.4483,-32.3397, 5.27,0.017,0.068,0.105,79
HR 3420,Eta Pyx,BSC,129.4675,-26.255, 5.27,0.038,-0.006,-0.02,31
HR 2273,7    Mon,BSC,94.9283,-7.8231, 5.27,,0,-0.004,29
HR 935,,BSC,46.6396,-6.0886, 5.27,,-0.008,0.006,17
HR 1999,52    Ori,BSC,87.0008,6.4542, 5.27,0.023,-0.019,0.007,43
HR 7497,47Chi Aql,BSC,295.6417,11.8267, 5.27,0.006,-0.007,-0.001,-22
HR 646,17Eta Ari,BSC,33.2004,21.2108, 5.27,,0.003,0.161,6
HR 2529,36    Gem,BSC,102.8875,21.7611, 5.27,0.01,-0.038,-0.008,34
HR 6860,105    Her,BSC,274.7946,24.4461, 5.27,-0.002,0.006,0.009,-14
HR 7181,,BSC,284.9396,26.2306, 5.27,-0.002,-0.008,0.088,-24
HR 2398,49    Aur,BSC,98.8004,28.0222, 5.27,0,-0.015,-0.002,17
HR 5299,,BSC,211.9825,43.8544, 5.27,0.024,-0.028,0.011,-36
HR 430,49    And,BSC,22.5258,47.0072, 5.27,0.015,-0.044,0.008,-11
HR 3917,31    UMa,BSC,148.9292,49.82, 5.27,0.025,0.022,-0.003,-6
HR 2969,,BSC,116.0175,50.4339, 5.27,0.015,-0.026,-0.005,0
HR 4521,,BSC,176.7317,55.6283, 5.27,,-0.03,0.014,2
HR 3660,17    UMa,BSC,138.9579,56.7414, 5.27,,-0.031,-0.016,-30
HR 8426,20    Cep,BSC,331.2521,62.7856, 5.27,0,0.058,0.015,-21
HR 7676,64    Dra,BSC,300.3687,64.8211, 5.27,0.006,-0.012,0.007,-34
HR 1327,,BSC,65.1679,65.1406, 5.27,,-0.003,-0.036,-19
HR 7117,,BSC,281.4446,74.0856, 5.27,0.02,0.077,0.005,3
HR 8546,,BSC,333.2942,86.1081, 5.27,0.006,0.045,0.052,4
HR 6721,Chi Oct,BSC,283.6954,-87.6058, 5.28,,-0.139,-0.039,34
HR 30,Gam3Oct,BSC,2.5087,-82.2239, 5.28,,-0.02,-0.029,15
HR 776,Mu  Hyi,BSC,37.9188,-79.1094, 5.28,0.001,-0.056,0.121,-15
HR 3995,,BSC,152.1775,-65.8153, 5.28,-0.014,0.042,-0.072,0
HR 4017,,BSC,153.345,-51.2333, 5.28,,-0.026,-0.041,48
HR 6960,,BSC,278.4908,-33.0167, 5.28,,-0.01,0.004,4
HR 652,Mu  For,BSC,33.2271,-30.7239, 5.28,0.064,0.006,0.018,10
HR 2786,,BSC,109.7133,-26.5858, 5.28,0.017,0.008,-0.017,32
HR 3315,,BSC,126.2654,-24.0461, 5.28,0.031,0.026,-0.028,26
HR 7761,7Sig Cap,BSC,304.8483,-19.1186, 5.28,0.025,-0.009,0.009,-11
HR 8987,,BSC,355.6162,-15.4478, 5.28,0.015,-0.008,0.025,7
HR 8128,29    Cap,BSC,318.9371,-15.1714, 5.28,0,0.005,0.027,-38
HR 1244,35    Eri,BSC,60.3833,-1.5497, 5.28,,-0.016,0.025,17
HR 689,69    Cet,BSC,35.4858,0.3958, 5.28,,-0.007,-0.013,23
HR 7610,61Phi Aql,BSC,299.0596,11.4239, 5.28,0.023,0.009,0.034,-27
HR 7315,25Ome1Aql,BSC,289.4542,11.5953, 5.28,0.014,0.013,0.003,-14
HR 6738,96    Her,BSC,270.5963,20.8336, 5.28,0.004,-0.01,0.005,-15
HR 1005,61Tau1Ari,BSC,50.3067,21.1469, 5.28,,-0.024,0.025,14
HR 1388,67Kap2Tau,BSC,66.3542,22.1997, 5.28,,-0.054,0.109,32
HR 1390,,BSC,66.5263,31.4389, 5.28,,-0.11,0.076,28
HR 655,7    Tri,BSC,33.9842,33.3589, 5.28,,-0.038,-0.017,-1
HR 7262,18Iot Lyr,BSC,286.8254,36.1003, 5.28,,-0.004,0.001,-18
HR 1210,43    Per,BSC,59.1521,50.6953, 5.28,0.036,-0.13,0.091,27
HR 890,,BSC,45.2175,52.3517, 5.28,,-0.026,0.028,-5
HR 1751,16    Cam,BSC,80.8658,57.5444, 5.28,0.023,-0.055,0.013,12
HR 456,40    Cas,BSC,24.6287,73.04, 5.28,0.017,-0.015,-0.013,-5
HR 4893,,BSC,192.3067,83.4128, 5.28,0.001,0.02,-0.029,2
HR 8280,Lam Oct,BSC,327.7263,-82.7192, 5.29,0.011,-0.036,0.058,-11
HR 3720,,BSC,139.3558,-74.8944, 5.29,,0.03,-0.015,11
HR 3334,Eta Vol,BSC,125.5183,-73.4, 5.29,0.01,0.031,-0.034,20
HR 8515,Nu  Ind,BSC,336.1533,-72.2556, 5.29,0.031,-0.678,1.299,21
HR 4120,,BSC,157.2192,-64.1722, 5.29,0.01,0.006,-0.013,-3
HR 6314,Eps2Ara,BSC,255.7867,-53.2369, 5.29,0.039,-0.144,-0.003,7
HR 2094,,BSC,88.7092,-52.6353, 5.29,0.034,0.248,-0.005,27
HR 6477,,BSC,261.7146,-45.8436, 5.29,0.009,-0.04,-0.04,-9
HR 4519,,BSC,176.4329,-45.69, 5.29,,0.009,-0.047,-10
HR 8229,Xi  Gru,BSC,323.0246,-41.1792, 5.29,0.012,0.015,0.018,-8
HR 1973,,BSC,85.5629,-34.6678, 5.29,,0.051,-0.008,35
HR 9002,107    Aqr,BSC,356.5038,-18.6781, 5.29,0.012,0.03,0.134,-2
HR 2504,11    CMa,BSC,101.7129,-14.4258, 5.29,,0.012,-0.002,15
HR 3486,,BSC,131.8125,-1.8972, 5.29,0.02,0.004,-0.033,2
HR 3110,14    CMi,BSC,119.5858,2.2247, 5.29,0.027,0.099,-0.158,46
HR 1309,46    Tau,BSC,63.3879,7.7161, 5.29,0.03,0.006,-0.002,4
HR 5330,15    Boo,BSC,213.7117,10.1006, 5.29,,-0.167,-0.028,17
HR 1993,133    Tau,BSC,86.9287,13.8997, 5.29,-0.002,-0.012,0.002,29
HR 8344,13    Peg,BSC,327.5363,17.2856, 5.29,0.015,-0.061,0.076,-4
HR 8321,12    Peg,BSC,326.5183,22.9489, 5.29,0.006,-0.005,0.01,-12
HR 4752,17    Com,BSC,187.2279,25.9128, 5.29,0.021,-0.02,-0.025,-3
HR 717,12    Tri,BSC,37.0417,29.6694, 5.29,,-0.087,-0.015,-25
HR 2405,,BSC,99.1371,38.4453, 5.29,0.005,-0.026,0.005,12
HR 1494,59    Per,BSC,70.7262,43.365, 5.29,0.018,-0.052,0.039,9
HR 4690,3    CVn,BSC,184.9529,48.9842, 5.29,,0.007,-0.012,8
HR 1011,,BSC,50.805,49.2133, 5.29,,-0.02,0.022,4
HR 6199,,BSC,249.5017,56.0156, 5.29,0.015,0.066,0,-19
HR 8416,18    Cep,BSC,330.9704,63.1197, 5.29,-0.006,0.055,0.031,-4
HR 336,31    Cas,BSC,17.6637,68.7786, 5.29,0.017,-0.031,0.036,1
HR 4415,,BSC,171.6471,-61.1153, 5.30,,0.002,-0.026,9
HR 8048,Zet Mic,BSC,315.7417,-38.6317, 5.30,0.024,-0.111,-0.028,5
HR 7624,The2Sgr,BSC,299.9637,-34.6978, 5.30,0.033,-0.075,0.1,-18
HR 4558,,BSC,178.6771,-25.7139, 5.30,0.032,0.081,0.048,-11
HR 5548,12    Lib,BSC,223.5838,-24.6422, 5.30,0.041,-0.027,-0.01,9
HR 2595,,BSC,103.945,-22.9414, 5.30,,0.003,-0.017,38
HR 8087,25Chi Cap,BSC,317.14,-21.1936, 5.30,0.046,-0.06,0.022,-7
HR 1757,7Nu  Lep,BSC,79.9962,-12.3156, 5.30,,0.009,-0.006,16
HR 8410,32    Aqr,BSC,331.1975,-0.9067, 5.30,0.014,-0.052,-0.015,20
HR 8289,7    Peg,BSC,325.5646,5.68, 5.30,,-0.006,0.014,-4
HR 3008,11    CMi,BSC,116.5675,10.7683, 5.30,0.022,-0.024,-0.029,28
HR 9039,82    Peg,BSC,358.1546,10.9475, 5.30,0.018,0.001,-0.029,-3
HR 2820,1    CMi,BSC,111.2425,11.6697, 5.30,0.015,-0.014,-0.017,-1
HR 2223,72    Ori,BSC,93.8546,16.1431, 5.30,,-0.012,0.003,22
HR 1658,106    Tau,BSC,76.9517,20.4183, 5.30,0.007,-0.034,-0.047,-2
HR 3176,10Mu 2Cnc,BSC,121.9408,21.5817, 5.30,0.034,-0.069,0.022,-36
HR 782,33    Ari,BSC,40.1712,27.0608, 5.30,0.002,-0.031,0.067,17
HR 758,,BSC,39.2604,34.2639, 5.30,0.008,-0.029,0.058,67
HR 670,62    And,BSC,34.82,47.38, 5.30,0.015,-0.008,-0.059,-30
HR 8967,18    And,BSC,354.7846,50.4717, 5.30,,-0.002,-0.017,9
HR 1511,4    Cam,BSC,72.0013,56.7572, 5.30,0.013,-0.148,0.05,19
HR 4504,3    Dra,BSC,175.6183,66.745, 5.30,,0.038,-0.043,3
HR 1677,Bet Men,BSC,75.6792,-71.3144, 5.31,0.013,0.004,-0.005,-11
HR 7612,Mu 2Pav,BSC,300.4683,-66.9442, 5.31,0.025,-0.073,0.03,42
HR 5048,,BSC,201.3079,-64.4853, 5.31,0.008,-0.022,-0.157,-2
HR 4830,,BSC,190.7096,-63.0586, 5.31,,0,-0.015,35
HR 778,Eta Hor,BSC,39.3517,-52.5431, 5.31,0.025,-0.019,0.1,-3
HR 1516,Lam Pic,BSC,70.6933,-50.4814, 5.31,0,0.03,-0.031,5
HR 2008,,BSC,86.6142,-46.5972, 5.31,0.018,0.004,0.012,11
HR 4652,,BSC,183.5108,-45.7239, 5.31,0.007,0.007,-0.042,7
HR 2727,,BSC,108.0658,-40.4989, 5.31,0.009,-0.015,-0.018,17
HR 3170,,BSC,121.0675,-32.675, 5.31,0.024,0.004,-0.003,36
HR 8975,Mu  Scl,BSC,355.1592,-32.0731, 5.31,0.027,-0.055,-0.089,14
HR 1935,Nu 2Col,BSC,84.4358,-28.6894, 5.31,0.047,0.052,-0.034,36
HR 514,Eps Scl,BSC,26.4117,-25.0525, 5.31,0.037,-0.057,0.162,15
HR 2168,19    Lep,BSC,91.9233,-19.1658, 5.31,,0.054,0.013,29
HR 5523,7Mu  Lib,BSC,222.3296,-14.1489, 5.31,0.006,-0.014,-0.061,-4
HR 3991,,BSC,152.5246,-12.8161, 5.31,0.028,-0.113,-0.125,23
HR 267,22Phi3Cet,BSC,14.0063,-11.2667, 5.31,0.009,-0.008,-0.02,-26
HR 3500,14    Hya,BSC,132.3404,-3.4431, 5.31,,-0.023,-0.02,33
HR 6516,,BSC,262.5992,-1.0625, 5.31,0.054,-0.17,-0.117,-77
HR 1469,,BSC,69.3071,0.9983, 5.31,,-0.004,-0.004,24
HR 7794,,BSC,305.7946,5.3431, 5.31,0.002,-0.039,-0.026,-12
HR 8032,33    Vul,BSC,314.5683,22.3258, 5.31,,-0.003,-0.003,-28
HR 2983,76    Gem,BSC,116.0287,25.7842, 5.31,0.007,-0.016,-0.02,3
HR 8215,70    Cyg,BSC,321.8392,37.1167, 5.31,,0.002,0,-20
HR 4422,57    UMa,BSC,172.2675,39.3369, 5.31,0.025,0.016,-0.05,-11
HR 1069,36    Per,BSC,53.1096,46.0569, 5.31,0.031,-0.079,-0.054,-49
HR 8216,,BSC,321.715,48.835, 5.31,0.008,0.023,0.06,-13
HR 645,,BSC,33.4012,51.0658, 5.31,0.009,-0.171,0.346,27
HR 3863,,BSC,145.1771,-57.9836, 5.32,0.031,0.006,-0.034,7
HR 8531,,BSC,336.235,-57.7972, 5.32,0.058,-0.343,0.143,8
HR 4908,,BSC,193.9875,-56.8361, 5.32,,-0.01,-0.024,18
HR 7703,,BSC,302.7996,-36.1011, 5.32,0.179,-1.571,0.458,-130
HR 4712,,BSC,185.8975,-35.4128, 5.32,,-0.003,-0.036,-10
HR 5558,,BSC,223.9362,-33.8558, 5.32,0.007,0,0.02,0
HR 5390,,BSC,216.2025,-24.8064, 5.32,0.024,-0.016,-0.055,-22
HR 8480,41    Aqr,BSC,333.575,-21.0742, 5.32,0.016,0.066,0.016,-24
HR 2498,,BSC,101.4971,-14.7961, 5.32,0.024,-0.017,-0.025,-19
HR 917,9Rho2Eri,BSC,45.6763,-7.6853, 5.32,,-0.001,0.047,25
HR 4528,4    Vir,BSC,176.9787,8.2458, 5.32,0.017,0.012,-0.057,-1
HR 4365,73    Leo,BSC,168.9662,13.3075, 5.32,,-0.008,-0.007,18
HR 8940,71    Peg,BSC,353.3671,22.4989, 5.32,,-0.017,0.01,3
HR 3900,22    Leo,BSC,147.9708,24.3953, 5.32,0.04,-0.179,0.006,-2
HR 7753,24    Vul,BSC,304.1963,24.6711, 5.32,-0.003,-0.018,0.016,15
HR 6279,53    Her,BSC,253.2421,31.7017, 5.32,0.012,-0.017,-0.091,-22
HR 8887,64    Peg,BSC,350.4788,31.8125, 5.32,0.001,-0.01,0.005,2
HR 3652,36    Lyn,BSC,138.4508,43.2178, 5.32,,-0.032,-0.028,21
HR 2165,36    Cam,BSC,93.2129,65.7183, 5.32,0.004,-0.033,0.006,7
HR 4928,9    Dra,BSC,194.9796,66.5972, 5.32,0.005,-0.013,-0.139,-30
HR 3182,,BSC,123.2033,68.4742, 5.32,0.021,0.008,0,-9
HR 7221,,BSC,287.4696,-68.4247, 5.33,0.03,-0.052,0.145,-10
HR 6819,,BSC,274.2812,-56.0233, 5.33,,-0.013,-0.006,15
HR 6083,,BSC,245.6167,-49.5722, 5.33,,-0.024,-0.011,-10
HR 3358,,BSC,127.2696,-47.9292, 5.33,,-0.001,-0.011,29
HR 3551,,BSC,133.4612,-47.5208, 5.33,0.019,-0.028,0.006,-1
HR 6142,,BSC,247.9238,-41.8169, 5.33,,0,-0.016,-14
HR 7552,,BSC,297.9608,-39.8744, 5.33,0.02,-0.015,0.023,-2
HR 3694,,BSC,139.2383,-39.4014, 5.33,0.027,-0.031,-0.009,0
HR 4086,,BSC,155.8721,-38.01, 5.33,0.015,-0.057,-0.158,17
HR 3043,,BSC,117.2571,-24.9122, 5.33,0.036,0.019,-0.03,2
HR 4995,55    Vir,BSC,198.5454,-19.9308, 5.33,0.01,0.167,-0.122,-45
HR 2825,,BSC,111.1671,-16.2011, 5.33,,-0.01,-0.014,2
HR 1562,5    Ori,BSC,73.345,2.5081, 5.33,0.01,-0.019,0.034,13
HR 5675,3    Ser,BSC,228.7975,4.9394, 5.33,0.021,0.005,-0.018,-34
HR 1253,40    Tau,BSC,60.9358,5.4356, 5.33,,-0.01,0.003,11
HR 1571,,BSC,73.6992,7.7792, 5.33,,-0.027,-0.021,-5
HR 6393,37    Oph,BSC,258.1158,10.5853, 5.33,,-0.026,0.001,26
HR 2229,73    Ori,BSC,93.9375,12.5511, 5.33,,0.001,-0.001,13
HR 5843,20Chi Ser,BSC,235.4475,12.8475, 5.33,0.032,-0.003,0.04,2
HR 5013,,BSC,199.315,13.6756, 5.33,,0.039,0.007,-25
HR 3366,33Eta Cnc,BSC,128.1771,20.4411, 5.33,0.013,-0.043,-0.047,24
HR 2896,,BSC,113.7862,30.9611, 5.33,0.003,0.013,-0.033,-6
HR 4496,61    UMa,BSC,175.2625,34.2017, 5.33,0.119,-0.381,-0.012,-5
HR 8475,,BSC,333.1992,34.6047, 5.33,0.003,-0.05,0.02,-7
HR 855,20    Per,BSC,43.4275,38.3375, 5.33,0.011,-0.077,0.047,6
HR 175,32    And,BSC,10.28,39.4586, 5.33,0.01,-0.007,-0.01,-5
HR 8804,4    And,BSC,346.9138,46.3872, 5.33,,-0.028,-0.009,-6
HR 2520,14    Lyn,BSC,103.2712,59.4486, 5.33,0.005,-0.039,-0.006,13
HR 5540,,BSC,224.4704,-76.6628, 5.34,0.008,-0.015,-0.074,-31
HR 8196,,BSC,322.1871,-69.5053, 5.34,0.023,-0.047,0.075,43
HR 4219,,BSC,161.5688,-64.515, 5.34,,-0.005,-0.025,32
HR 1917,,BSC,83.2483,-64.2275, 5.34,0.01,-0.01,0.041,10
HR 4620,,BSC,182.0612,-48.6928, 5.34,,-0.017,-0.025,3
HR 1364,,BSC,64.8192,-44.2681, 5.34,0.005,-0.046,0.063,24
HR 6870,,BSC,275.7213,-36.6694, 5.34,,-0.018,0,-12
HR 6936,,BSC,277.77,-32.9892, 5.34,0.023,-0.045,-0.001,9
HR 4049,,BSC,154.5317,-28.9919, 5.34,,0.012,-0.01,-33
HR 6724,7    Sgr,BSC,270.7129,-24.2822, 5.34,0.007,-0.008,0.005,-12
HR 8980,103    Aqr,BSC,355.3937,-18.0272, 5.34,,-0.071,-0.039,25
HR 8496,42    Aqr,BSC,334.2004,-12.8314, 5.34,,0.006,0.015,13
